,id_news,country,media_outlet,url,title,text,date,search,Lago_Ranco,Los_Lagos,Futrono,Río_Bueno,La_Unión,Panguipulli,Paillaco,Corral,Máfil,Lanco,Mariquina,Valdivia,prediction,score,keywords_found
1682,47732095.0,chile,diarioriobueno,https://www.diarioriobueno.cl/noticia/emergencias/2022/03/vehiculo-menor-se-volco-en-el-sector-cun-cun-de-rio-bueno,"Vehículo menor se volcó en el sector Cun-Cun, de Río Bueno - Diario Río Bueno","El volcamiento de un vehículo menor a una zanja ocurrió pasadas las 16:30, en el sector Cun-Cun, cerca de Crucero, en la comuna de Río Bueno. Producto del accidente dos personas resultaron lesionadas las que fueron trasladadas en ambulancia hasta el hospital local. A la emergencia concurrieron además bomberos de Crucero y Carabineros del sector.",2022-03-27,accidente,0,0,0,1,0,0,0,0,0,0,0,0,NEU,0.9966114163398744,"['accidente', 'vehículo']"
1678,47733867.0,chile,diariopaillaco,https://www.diariopaillaco.cl/noticia/emergencias/2022/03/alarma-por-accidente-en-ruta-paillaco-valdivia,Alarma por accidente en ruta Paillaco-Valdivia - Diario Paillaco,"13:44. Alarma activada en Paillaco por accidente en la ruta Paillaco-Valdivia, en el sector Cuesta del Cero. Se trataría del volcamiento de un vehículo. Habría tres personas involucradas pero fuera del vehículo y aparentemente en buenas condiciones. Unidades de emergencia concurren al lugar. Ampliaremos.",2022-03-06,accidente,0,0,0,0,0,0,1,0,0,0,0,0,NEU,0.9932916164398192,"['accidente', 'vehículo']"
1669,47688239.0,chile,diariodevaldivia,https://www.diariodevaldivia.cl/noticia/emergencias/2022/03/accidente-en-valdivia-deja-dos-lesionados,Accidente en Valdivia deja dos lesionados  - Diario de Valdivia,"Dos lesionados dejó un accidente vehicular en calle Ecuador con Avenida Lynch, en Valdivia, los que habrían sido trasladados hasta el Hospital Base de la ciudad. Unidades de emergencia trabajan en el lugar. Ampliaremos.",2022-03-05,accidente,0,0,0,0,0,0,0,0,0,0,0,1,NEG,0.8541020154953003,"['accidente', 'lesionados']"
1829,47732522.0,chile,diariopaillaco,https://www.diariopaillaco.cl/noticia/emergencias/2022/05/vehiculo-se-volco-en-el-sector-itropulli,Vehículo se volcó en el sector Itropulli - Diario Paillaco,"Bomberos de Paillaco trabajan a esta hora en el sector Itropulli, tras recibir el llamado de emergencia de un accidente vehicular. Las primeras informaciones captadas hablan que cerca del fundo San José, en Itropulli, se produjo el despiste de un vehículo que posteriormente se volcó a un costado de la carretera. Se presume que la densa neblina que hay en el lugar sea una de las causas que provocaron el accidente. Emergencia en desarrollo.",2022-05-13,accidente,0,0,0,0,0,0,1,0,0,0,0,0,NEU,0.9970716238021852,"['accidente', 'vehículo']"
1662,47687990.0,chile,diariodevaldivia,https://www.diariodevaldivia.cl/noticia/emergencias/2022/03/transito-restituido-en-cuesta-el-cero-valdivia,"Tránsito restituido en cuesta el cero, Valdivia - Diario de Valdivia","Luego de un rescate vehicular que movilizó a unidades de bomberos de Valdivia y Paillaco, en la cuesta El Cero, a esta hora ya se encuentra normalizado el tránsito en el sector, luego de que la empresa eléctrica Saesa retiró de la ruta los cables que cayeron sobre ella, tras caer un poste del alumbrado público. La empresa informó a través de redes sociales que alrededor de las 19:30 el 99 por ciento de los clientes afectados por el corte de luz tras el accidente tiene normalizado su servicio. La interrupción del suministro eléctrico involucró los sectores de Huichahue, Los Ulmos, La Plata y rurales asociados. Saesa informó que su personal continúa trabajando en terreno y se estima que el horario de normalización al 100 por ciento sea alrededor de  las 23:30 horas.. En el accidente mismo se registraron lesionados leves, que no quisieron ser atendidos, por lo que las unidades de salud se retiraron del lugar.",2022-03-20,accidente,0,0,0,0,0,0,1,0,0,0,0,1,NEU,0.9891223311424256,"['accidente', 'lesionados']"
1661,47687707.0,chile,diariolaguino,https://www.diariolaguino.cl/noticia/actualidad/2022/03/dos-adultos-y-un-menor-lesionados-en-accidente-de-alta-energia-en-rio-bueno,Dos adultos y un menor lesionados en accidente de alta energía en Río Bueno - Diario Laguino,"En horas de la tarde del lunes 28 de marzo se produjo un accidente vehicular de alta energía en la ruta T-851, sector Pindaco, comuna de Río Bueno. La emergencia afectó a una camioneta marca Mitsubishi que circulaba en dirección a la ciudad de Río Bueno cuando despistó, saliendo de la vía y chocando contra un árbol. Al lugar acudieron carabineros, y bomberos de Río Bueno con sus unidades de rescate a cargo del capitán de la primera compañía, Jonathan Catalán. En el vehículo se movilizaban tres personas, dos adultos y un menor, todos derivados al Hospital de Río Bueno. Ambos adultos presentan múltiples fracturas, en tanto que el niño resultó con lesiones menores gracias al correcto uso del sistema de retención infantil (SRI) o silla infantil de auto. En cuanto a las causas del accidente, se presume que fue por lo resbaladizo del asfalto por la lluvia. ",2022-03-28,accidente,0,0,0,1,0,0,0,0,0,0,0,0,NEG,0.5931900143623352,"['accidente', 'vehículo']"
1660,47731529.0,chile,diarioriobueno,https://www.diarioriobueno.cl/noticia/actualidad/2022/03/dos-adultos-y-un-menor-lesionados-en-accidente-de-alta-energia-en-rio-bueno,Dos adultos y un menor lesionados en accidente de alta energía en Río Bueno - Diario Río Bueno,"En horas de la tarde del lunes 28 de marzo se produjo un accidente vehicular de alta energía en la ruta T-851, sector Pindaco, comuna de Río Bueno. La emergencia afectó a una camioneta marca Mitsubishi que circulaba en dirección a la ciudad de Río Bueno cuando despistó, saliendo de la vía y chocando contra un árbol. Al lugar acudieron carabineros, y bomberos de Río Bueno con sus unidades de rescate a cargo del capitán de la primera compañía, Jonathan Catalán. En el vehículo se movilizaban tres personas, dos adultos y un menor, todos derivados al Hospital de Río Bueno. Ambos adultos presentan múltiples fracturas, en tanto que el niño resultó con lesiones menores gracias al correcto uso del sistema de retención infantil (SRI) o silla infantil de auto. En cuanto a las causas del accidente, se presume que fue por lo resbaladizo del asfalto por la lluvia. ",2022-03-28,accidente,0,0,0,1,0,0,0,0,0,0,0,0,NEU,0.8938122987747192,"['accidente', 'vehículo']"
1824,47732124.0,chile,diariopaillaco,https://www.diariopaillaco.cl/noticia/emergencias/2022/05/alarma-por-accidente-vehicular-en-paillaco,Alarma por accidente vehicular en Paillaco - Diario Paillaco,"Hacia las 17:00 horas de este martes 17 de mayo, se produjo un accidente en la intersección de las calles Mac Iver con Lord Cochrane, de la ciudad de Paillaco. El accidente involucró a dos vehículos menores. Samu al lugar.",2022-05-17,accidente,0,0,0,0,0,0,1,0,0,0,0,0,NEU,0.9760755300521852,"['accidente', 'vehículo']"
1645,47687493.0,chile,diariolaguino,https://www.diariolaguino.cl/noticia/actualidad/2022/02/el-puelche-o-puihua-lo-que-el-viento-nos-enseno,El puelche o puihua: Lo que el viento nos enseñó - Diario Laguino,"El viento ha ocasionado una serie de emergencias que coparon espacios en los medios de información, en especial en la jornada de este lunes 21 de febrero. Ráfagas de viento causaron la propagación de incendios forestales poniendo en riesgo viviendas, caídas de árboles y hasta un accidente vehicular. En la zona ya tenemos experiencia con este fenómeno meteorológico; en especial, con un tipo de viento que conlleva riesgos y prevenciones. Se trata del viento seco y cálido procedente del este, de la precordillera andina, cuyo nombre cambia según la zona; así es como en la Región de Los Ríos y Los Lagos se le denomina puelche, y en la zona del lago Ranco recibe el nombre de puihua. Este viento, producido por un sistema de alta presión, trae aparejado un aumento de las temperaturas, una verdadera ola de calor que puede bordear o incluso superar los 30 grados celsius, condiciones que son las ideales para que un incendio se propague y sea difícil de controlar. Asimismo, en el sur del país son conocidos los efectos de este viento sobre el espacio lacustre, dificultando o derechamente impidiendo la navegación. Ya en 1877, el marino chileno Manuel Señoret, enviado por la Armada Nacional a explorar la cuenca del río Bueno, conoció este viento durante su estadía a orillas del Ranco en lo que hoy es Futrono. “Empezaba a soplar viento de ese punto (el este), viento que los naturales llaman puihua” menciona. Y Señoret describe cómo observó este fenómeno en el lago Ranco. “La ola corta y rizada que se forma en los lagos por la extrema movilidad del agua dulce, debido a su peso específico, es sumamente peligrosa para embarcaciones menores”. Como curiosidad, si conversamos con algún adulto mayor, de seguro hará una distinción que no es muy comentada, identificado una variante de este viento que, al contrario del puelche o puihua que trae buen tiempo, llega con cielo nublado y lluvia; esta es la “puihua negra”. Así también, la tradición dice que si el puelche o puihua tiene una duración mínima de tres días, entonces los cielos permanecerán despejados prolongando el buen tiempo. Por lo general, las personas saben que con la llegada del viento puelche, se deben tomar algunas precauciones como evitar encender las estufas a leña, así como encender cualquier tipo de fuego, ya que de seguro se propagaría con las consecuencias obvias. Por otra parte, la navegación en los lagos es muy arriesgada, incluso la idea de nadar en esas condiciones es una pésima decisión. Así también una prevención propia de esta época, tiene que ver con el alto tráfico vehicular en especial por rutas rurales (aunque también se debe tener cuidado en las zonas urbanas), donde la caída de árboles a las vías es un riesgo que deben tener presentes los conductores. Activaron alarma en Futrono a las 22.05 horas. Onemi declaró alerta roja por esta emergencia. Mas detalles de la situación aquí. Revisa qué condiciones implica la medida adoptada por la Delegación Regional Presidencial.",2022-02-22,accidente,0,1,1,0,0,0,0,0,0,0,0,0,NEU,0.538651704788208,"['accidente', 'conductor']"
1644,47687671.0,chile,diariolaguino,https://www.diariolaguino.cl/noticia/actualidad/2022/02/vecinos-de-los-lagos-y-futrono-en-incertidumbre-por-termino-al-asfalto-que-ambas-comunas,Vecinos de Los Lagos y Futrono en incertidumbre por término al asfalto que ambas comunas - Diario Laguino,"Con incertidumbre los vecinos del sector Pellinada y Las Quinientas ven el poco avances de las obras de asfaltado de los 12 kms de extensión de la ruta que une a las comunas de Los Lagos y de Futrono, esto tras los retrasos en el avance de la obra que están estimadas para ser terminadas en octubre de 2022. Hace poco más de una semana se entabló una reunión entre dirigentes rurales, autoridades políticas y representantes de la constructora Fullterra, esta última efectuó una solicitud de aumento de presupuesto para concluir con el proyecto, haciendo ver un posible abandono de las obras que no alcanzan un 30% de avance debido a la falta de recursos. En dicha convocatoria se acordó gestionar una nueva reunión para la semana venidera en la que se esperaba darle una respuesta a la empresa, situación que finalmente no ocurrió. Incertidumbre La Presidenta de la junta de vecinos del sector Las Quinientas Gloria Bravo explicó que además ""temen que los retrasos se agudicen debido al cambio de Gobierno y la nominación de representantes de la Seremi del MOP y Vialidad, todo lo cual -dijo- nos genera una enorme incertidumbre, ahora están comenzando a llegar las lluvias y recordemos -afirmó- que el compromiso de la empresa era que a lo menos estuviera la mitad del asfalto terminado. Lorena Rivas dirigente del sector Pellinada Alta en la comuna de Los Lagos afirmó que ""la empresa sigue trabajando en reparaciones pero no vemos por donde inicie el asfaltado, lamentablemente no hemos podido volver a reunirnos con la empresa y Vialidad, en la última reunión hubo un compromiso de gestionar un nuevo encuentro dentro de la semana que termina pero hasta el momento no se ha hecho nada. Esperamos - dijo la presidenta de la Junta vecinal- que los trabajos que están pendientes se terminen como corresponde, hay cercos que no se han hecho, nichos en las calles, además del riesgo que generan las raíces descubiertas de muchos árboles, lo que en cualquier minuto va a generar un accidente automovilístico, explicaba. Desde la Municipalidad de Los Lagos afirmaron que ""esperaban poder insistir el lunes ya que no han recibido información ni desde la Seremi de Obras Públicas ni desde la Delegación presidencial regional. Autoridades y vecinos de Futrono y Los Lagos se reunieron para tratar la problemática de paralización de obras de asfaltado intermedio. Más detalles en la nota. El alcalde Claudio Lavado participó en encuentro con el secretario de Estado, Juan Carlos García, instancia en la que la autoridad comunal expuso los principales requerimientos de la zona. Seremi de Obras Públicas dio un nuevo plazo para entregar una respuesta concreta ante el retraso de las obras. Revisa las declaraciones de los alcaldes de Los Lagos y Futrono.",2022-02-27,accidente,0,1,1,0,0,0,0,0,0,0,0,0,NEU,0.6470182538032532,"['accidente', 'accidente automovilístico']"
1710,47688977.0,chile,diariodevaldivia,https://www.diariodevaldivia.cl/noticia/actualidad/2022/03/dirigentes-esperan-que-nuevos-representantes-del-mop-apuren-trabajos-en-ruta-valdivia-curinanco,Dirigentes esperan que nuevos representantes del MOP apuren trabajos en ruta Valdivia - Curiñanco  - Diario de Valdivia,"Con mucha esperanza en las nuevas autoridades que asumirán el próximo 11 de marzo, se manifestaron los dirigentes de la costa valdiviana. Los vecinos esperan que los trabajos de mejoramiento de la ruta Valdivia-Curiñanco sean priorizados por los nuevos representantes del Ministerio de Obras Públicas, pues aseguran la actual administración no ha cumplido los acuerdos comprometidos. Rodolfo Mansilla, presidente del Consejo de Desarrollo de la Costa, dijo al Diario de Valdivia que ""el subsecretario de Obras Públicas vino en enero, se sacó la foto y nada más. Nos dijo que iban a dejar solucionado el tema del término de contrato con la empresa Tricam a cargo del mejoramiento de la Ruta T-340 que es la única vía directa entre Valdivia - Curiñanco desde que ocurrió el derrumbe en el sector Las Vertientes (Ruta T-352), pero no es así o al menos no nos han informado nada de cuándo se va la empresa y cuándo va a ser la nueva licitación”. El descontento del dirigente se acentuó a inicios de este año cuando en una reunión realizada en el camino a Curiñanco, aparecieron grietas originadas por los trabajos hechos por un particular en la ladera ubicada a un costado de la vía. Este hecho ha provocado una serie de problemas a los vecinos y vecinas del lugar, dejando como única ruta de acceso a la localidad, la Ruta T-340 que estaba en proceso de mejoramiento, pero que ya había sido abandonada por la empresa Tricam en diciembre cuando llevaban alrededor del 34% de las obras. Los dirigentes comentaron que por temas de seguridad, la empresa realizó un término anticipado del contrato; sin embargo, y ante la emergencia ocurrida en el sector de Las Vertientes, se logró un acuerdo con el MOP donde se comprometían a dejar estabilizado y enripiado completo el camino para que permitiera el acceso a las cientos de familias del sector. En ese contexto el subsecretario de Obras Públicas, Cristóbal Leturia, a una semana de una reunión realizada en el mismo sector, y en la que participó la alcaldesa de Valdivia, Carla Amtmann, se comprometió a comenzar los arreglos en Las Vertientes (obras que estarían listas a fines de marzo) y dejar listo para asfaltar la Ruta T-340 que une Valdivia y Curiñanco por el sector de Torobayo. Este último compromiso es el que según los dirigentes no ha sido confirmado, por lo que esperan que las nuevas autoridades del MOP puedan priorizar. Aunque los vecinos reconocen que ha habido movimiento de la empresa, no es suficiente. Patrick Reolon, vecino y ex dirigente de la Chabelita, dijo al Diario de Valdivia que “si bien la empresa ha estado trabajando, las labores tienen que ser permanentes porque hay tramos muy malos, muy calaminosos”. ""Eso es un peligro para todos. La primera cuesta que hay entre Torobayo y la Chabelita es muy complicada y siempre hay algún tipo de accidente que afortunadamente ahora son menores, pero con el agua pueden ser más peligrosos”, detalló Por eso y ante el cambio de autoridades que se realizará este viernes, es que tienen sus esperanzas puestas en los nuevos personeros. “Las autoridades que teníamos no nos escuchaban, no nos tomaron en cuenta y ahora ojalá tengamos personas que tengan mayor interés y tengan buen trato con nosotros. Eso es lo que necesitamos, que nos ayuden a apurar estos arreglos y así volver a tener los caminos en buen estado para los buses, para los transportes escolares, para la ambulancia, para todo lo que necesitamos como vecinos de Curiñanco y de todo el sector”, dijo el dirigente de Consejo Vecinal.  MOP entregó detalles de los trabajos pendientes y posible fecha de habilitación de la ruta. A días del fin del fallido contrato de mejoramiento de la ruta T-340, el vocero explicó las gestiones que realizan y las opciones del MOP para agilizar las obras. Microbuseros alegan por falta de seguridad para conductores y pasajeros, además del elevado costo del bus de acercamiento hasta el corte en Las Vertientes. Obras comienzan en 10 días. Revise los detalles del trabajo a realizar. Conozca cómo llegará el beneficio a residentes y emprendedores de Las Vertientes, Los Pellines, Las Minas, Curiñanco, Bonifacio y Pilolcura. Pese a esto se informó que la empresa no finalizará la obra como originalmente estaba contemplada. Conoce detalles del acuerdo con el Ministerio de Obras Públicas. El daño en la ruta a la costa valdiviana obligó a tomar la decisión de corte este miércoles 5 de enero. En ruta costera entre Niebla y Curiñanco, comuna de Valdivia. En el sector Las Vertientes vecinos temen que el camino pueda ceder. Delegado de Los Ríos solicitó informes técnicos. La ruta, que pasa junta a un acantilado en la costa de Valdivia, se encuentra visiblemente dañada desde este lunes. Desde MOP señalaron tener confianza en que las obras, en la ruta Torobayo–Curiñanco, serán retomadas en los primeros días del 2022.",2022-03-07,accidente,0,0,0,0,0,0,0,0,0,0,0,1,NEG,0.7612563967704773,"['accidente', 'conductor']"
1715,47750860.0,chile,rioenlinea,https://www.rioenlinea.cl/dos-personas-fallecieron-en-medio-de-accidente-vehicular-en-mariquina/,Dos personas fallecieron en medio de accidente vehicular en Mariquina,"Carabineros confirmó el fallecimiento de dos personas involucradas en medio de un accidente vehicular ocurrido en la comuna de Mariquina. El hecho ocurrió en horas de la tarde de este domingo, en el kilómetro 19,5 de la Ruta T-20, que une San José de la Mariquina con Mehuín, a la altura del sector Yeco. En el lugar, un vehículo volcó, falleciendo dos personas debido al accidente. Se trata de un padre y su hijo, quienes fueron identificados como Roberto Alba de 52 años y Belarmino Alba de 32 años de edad, ambos con domicilio en el sector de Mississippi. El Ministerio Público dispuso la concurrencia de personal de la Sección de Investigación de Accidentes de Tránsito (SIAT) de Carabineros. #Mariquina: Ruta T-20 cortada, a la altura del Km 19,5, sector Yeco, por volcamiento de vehículo que dejó dos personas fallecidas. Carabineros de la SIAT #Valdivia se dirige al lugar para investigar causas del accidente. pic.twitter.com/EFeZaEJblX — Carabineros Región de Los Ríos (@CarabLosRios) April 10, 2022 ",2022-04-10,accidente,0,0,0,0,0,0,0,0,0,0,1,1,NEG,0.9236968159675598,"['accidente', 'vehículo']"
1716,47733379.0,chile,diariopaillaco,https://www.diariopaillaco.cl/noticia/actualidad/2022/04/pesar-por-tragico-fallecimiento-de-conocido-trabajador-de-la-feria-ganadera-de-paillaco,Pesar por trágico fallecimiento de conocido trabajador de la Feria Ganadera de Paillaco - Diario Paillaco,"En horas de la mañana de este lunes 18 de abril, un trágico accidente vehicular cobró la vida de un conocido trabajador de la Feria Ganadera de Paillaco. Se trata de Víctor Egon Miranda, de 49 años de edad, obrero de la feria, conocido por su carácter tranquilo y afable. “Siempre fue una persona muy calmada, humilde y cariñoso como persona, muy bueno”, señala a Diario Paillaco una colega de trabajo de Víctor. Hoy iba en su vehículo a tomar un transporte para dirigirse, junto a otros trabajadores, a la Feria Ganadera de Osorno, ya que realizan un trabajo rotativo en distintas ferias de Los Ríos y Los Lagos. Pero Víctor nunca se presentó, al conocerse la noticia del accidente, todos supieron que él había sido la víctima. “Impactó harto, muy inesperado, una persona que nunca tuvo problemas con nadie, se va a extrañar”, señalan desde su entorno de trabajo. Por ahora, las causas del accidente están siendo investigadas por personal de Siat Valdivia.",2022-04-18,accidente,0,1,0,0,0,0,1,0,0,0,0,1,NEG,0.9986935257911682,"['accidente', 'vehículo']"
1784,47732239.0,chile,diariolaunion,https://www.diariolaunion.cl/noticia/emergencias/2022/04/accidente-en-ruta-5-sur-habria-dejado-cinco-lesionados,Accidente en Ruta 5 Sur habría dejado cinco lesionados  - Diario De La Unión,"Cinco personas habrían resultado lesionadas tras el volcamiento de un vehículo, que se habría registrado en la Ruta 5 Sur, en el sector Tronlico de la comuna de La Unión. De acuerdo a los datos obtenidos por Diario de La Unión, el accidente ocurrió alrededor de las 10 horas de este viernes 15 de abril, a la altura de la pasarela existente en ese lugar. No se entregó mayores antecedentes respecto de las lesiones que habrían tenidos las personas afectadas. La concesionaria Ruta Los Ríos informó que el hecho se produjo en el kilómetro 872,5, en la calzada de norte a sur, pero no hubo pistas con tránsito cortado. Bomberos de La Unión acudió a la emergencia, al igual que personal de Carabineros y de salud. Noticia en desarrollo …",2022-04-15,accidente,0,0,0,0,1,0,0,0,0,0,0,0,NEG,0.8562319278717041,"['accidente', 'vehículo']"
1783,47731324.0,chile,diarioriobueno,https://www.diarioriobueno.cl/noticia/emergencias/2022/04/accidente-en-ruta-5-sur-habria-dejado-cinco-lesionados,Accidente en Ruta 5 Sur habría dejado cinco lesionados  - Diario Río Bueno,"Cinco personas habrían resultado lesionadas tras el volcamiento de un vehículo, que se habría registrado en la Ruta 5 Sur, en el sector Tronlico de la comuna de La Unión. De acuerdo a los datos obtenidos por Diario de La Unión, el accidente ocurrió alrededor de las 10 horas de este viernes 15 de abril, a la altura de la pasarela existente en ese lugar. No se entregó mayores antecedentes respecto de las lesiones que habrían tenidos las personas afectadas. La concesionaria Ruta Los Ríos informó que el hecho se produjo en el kilómetro 872,5, en la calzada de norte a sur, pero no hubo pistas con tránsito cortado. Bomberos de La Unión acudió a la emergencia, al igual que personal de Carabineros y de salud. Noticia en desarrollo …",2022-04-15,accidente,0,0,0,1,1,0,0,0,0,0,0,0,NEG,0.8001469969749451,"['accidente', 'vehículo']"
1782,47684248.0,chile,noticiaslosrios,https://www.noticiaslosrios.cl/2022/04/10/dos-fallecidos-en-tragico-accidente-automovilistico-registrado-este-domingo-en-la-ruta-san-jose-mehuin/,Dos fallecidos en trágico accidente automovilístico registrado este domingo en la ruta San José - Mehuín,"El lamentable hecho se registró este domingo en horas de la tarde. Los dos ocupantes de un automóvil resultaron fallecidos tras volcar a alta energia en la ruta que une San José de la Mariquina con la localidad costera de Mehuín, en la Región de Los Ríos. Según información recabada con fuentes policiales, el accidente se produjo a eso de las 18:00 horas, en el kilómetro 19,5 de la ruta T-20, a la altura del sector Yeco. Las causas de este hecho aún se desconocen y están siendo indagadas por personal especializado de la Sección de Investigación de Accidentes de Tránsito, SIAT, de Carabineros. El fiscal de turno en Mariquina, Alejandro Ríos, instruyó el arribo de personal del Servicio Médico Legal para el procedimiento de rigor.",2022-04-10,accidente,0,0,0,0,0,0,0,0,0,0,1,0,NEG,0.945770502090454,"['accidente', 'automóvil']"
1781,47684080.0,chile,noticiaslosrios,https://www.noticiaslosrios.cl/2022/04/22/lanco-carabineros-confirma-que-funcionario-municipal-es-el-unico-fallecido-en-tragico-accidente-carretero/,Carabineros confirma que funcionario municipal es el único fallecido en trágico accidente carretero,"Carabineros rectificó la información entregada de manera preliminar. En horas de la noche de este jueves, Carabineros confirmó que un funcionario municipal de la comuna de Lanco es el único fallecido en el trágico accidente registrado este jueves en el tramo Malalhue – Lanco de la Ruta CH-203. Según confirmó la casa edilicia de dicha comuna, el fallecido es Wenceslao Aravena Cortés, funcionario del Departamento Municipal de Educación, quien era el único ocupante del automóvil Hyundai Creta que colisionó frontalmente contra un camión tolva, en circunstancias que son materia de investigación. El camión, era conducido por el ex core de Los Ríos, Elías Sabat, quien quedó en calidad de detenido, de acuerdo a lo informado por Carabineros, a la espera de lo que determine el Ministerio Público.",2022-04-22,accidente,0,0,0,0,0,0,0,0,0,1,0,0,NEU,0.6103237271308899,"['accidente', 'automóvil']"
1778,47350547.0,chile,rioenlinea,https://www.rioenlinea.cl/responsable-se-fugo-con-lesiones-graves-y-riesgo-vital-se-mantiene-hombre-atropellado-en-valdivia/,Responsable se fugó: Con lesiones graves y riesgo vital se mantiene hombre atropellado en Valdivia,"Con lesiones graves y en riesgo vital está un hombre, que fue atropellado en Valdivia y no recibió asistencia en el lugar, ya que el responsable se dio a la fuga. Carabineros investiga el hecho, ocurrido en las últimas horas en el kilómetro 23 de la ruta T-350, en la capital regional. De acuerdo a la información policial, la víctima -cuya edad aún se desconoce- sufrió lesiones graves y está en riesgo vital. Con el objetivo de esclarecer las circunstancias del accidente e identificar al conductor, se instruyó que las primeras indagatorias sean efectuadas por la Sección de Investigación de Accidentes de Tránsito (SIAT) de la institución uniformada.",2022-04-14,accidente,0,0,0,0,0,0,0,0,0,0,0,1,NEG,0.9623472690582277,"['accidente', 'conductor']"
1730,47730893.0,chile,diariosanjose,https://www.diariosanjose.cl/noticia/actualidad/2022/04/padre-e-hijo-mueren-en-accidente-en-ruta-san-jose-mehuin,Padre e hijo mueren en accidente en ruta San José-Mehuín - Diario San José,"Carabineros confirmó el fallecimiento de un padre y su hijo en un accidente ocurrido esta tarde en el sector Yeco, de la ruta que une Mehuín con San José de la Mariquina. Se trata de Roberto Jaime Alba Maliqueo, de 52 años, y su hijo Belarmino Jaime Alba Alba, quienes tenían domicilio en el sector de Mississippi. Por causas que se investigan, alrededor de las 18.15 horas el vehículo perdió el control en la ruta T-20, a la altura del kilómetro 19,5, volcándose. Por orden del fiscal de turno se trasladó al lugar del accidente personal de la SIAT de Carabineros para investigar la dinámica del mismo.",2022-04-10,accidente,0,0,0,0,0,0,0,0,0,0,1,0,NEG,0.7086177468299866,"['accidente', 'vehículo']"
1731,47686333.0,chile,diariolaguino,https://www.diariolaguino.cl/noticia/actualidad/2022/04/padre-e-hijo-mueren-en-accidente-en-ruta-san-jose-mehuin,Padre e hijo mueren en accidente en ruta San José-Mehuín - Diario Laguino,"Carabineros confirmó el fallecimiento de un padre y su hijo en un accidente ocurrido esta tarde en el sector Yeco, de la ruta que une Mehuín con San José de la Mariquina. Se trata de Roberto Jaime Alba Maliqueo, de 52 años, y su hijo Belarmino Jaime Alba Alba, quienes tenían domicilio en el sector de Mississippi. Por causas que se investigan, alrededor de las 18.15 horas el vehículo perdió el control en la ruta T-20, a la altura del kilómetro 19,5, volcándose. Por orden del fiscal de turno se trasladó al lugar del accidente personal de la SIAT de Carabineros para investigar la dinámica del mismo.",2022-04-10,accidente,0,0,0,0,0,0,0,0,0,0,1,0,NEG,0.7991700768470764,"['accidente', 'vehículo']"
1736,47733134.0,chile,diariofutrono,https://www.diariofutrono.cl/noticia/emergencias/2022/04/dos-lesionados-leves-en-choque-vehicular-en-ruta-llifen-currine,Dos lesionados leves en choque vehicular en ruta Llifén-Curriñe - Diario Futrono,"A las 19:00 horas del sábado 2 de abril se activó la alarma de emergencia en el sector de Curriñe, por un accidente vehicular en el sector puente Río Blanco. Al lugar concurrieron bomberos de la Quinta Compañía de Curriñe, constatando que un vehículo menor chocó contra la barrera de contención en el acceso al puente, ubicado a 43 kilómetros de Futrono urbano. Los dos ocupantes del vehículo, ambos de sexo masculino, resultaron con lesiones leves y fueron trasladados hasta el Cesfam Belarmina Paredes, de Futrono. El tránsito se encuentra habilitado. Respecto a las causas del accidente, el asfalto resbaladizo por la lluvia, sumado a presencia de combustible en la vía, pudieron originar la pérdida de control del móvil, no descartándose exceso de velocidad al enfrentar la curva de acceso al puente.",2022-04-02,accidente,0,0,1,0,0,0,0,0,0,0,0,0,NEG,0.5464572310447693,"['accidente', 'vehículo']"
1771,47686336.0,chile,diariolaguino,https://www.diariolaguino.cl/noticia/actualidad/2022/04/choco-a-un-motorista-y-se-dio-a-la-fuga,Chocó a un motorista y se dio a la fuga - Diario Laguino,"Un accidente se produjo cerca de las 21 horas de este domingo cuando un vehículo chocó con una moto en la intersección de las calles René Schneider con Pedro Nolasco Cárdenas. De acuerdo con las primeras informaciones que se manejan, el chofer del vehículo se habría dado a la fuga sin prestar auxilio al motociclista que quedó tendido en la vía pública. En el lugar trabaja personal del Samu y Carabineros.",2022-04-10,accidente,0,0,0,0,0,0,0,0,0,0,0,0,NEG,0.956479549407959,"['accidente', 'vehículo']"
1747,47734303.0,chile,diariopaillaco,https://www.diariopaillaco.cl/noticia/emergencias/2022/04/alarma-por-accidente-en-ruta-paillaco-itropulli,Alarma por accidente en ruta Paillaco-Itropulli - Diario Paillaco,"22:05 horas. Alarma de emergencia en Paillaco por accidente vehicular en la ruta Paillaco-Itropulli, cruce Manao. Se trataría de un choque contra barrera de contención. Unidades concurren al lugar.",2022-04-02,accidente,0,0,0,0,0,0,1,0,0,0,0,0,NEU,0.9932907819747924,"['accidente', 'choque']"
1768,47687115.0,chile,diariodevaldivia,https://www.diariodevaldivia.cl/noticia/actualidad/2022/04/choco-a-un-motorista-y-se-dio-a-la-fuga,Chocó a un motorista y se dio a la fuga - Diario de Valdivia,"Un accidente se produjo cerca de las 21 horas de este domingo cuando un vehículo chocó con una moto en la intersección de las calles René Schneider con Pedro Nolasco Cárdenas. De acuerdo con las primeras informaciones que se manejan, el chofer del vehículo se habría dado a la fuga sin prestar auxilio al motociclista que quedó tendido en la vía pública. En el lugar trabaja personal del Samu y Carabineros.",2022-04-10,accidente,0,0,0,0,0,0,0,0,0,0,0,1,NEG,0.9541178345680236,"['accidente', 'vehículo']"
